VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,quality
7_2019_07_16,Yeast - BRN,17/07/2019 0:42,50.0,39.0,103.45,2415.38,65.0,-89.0,120.0,29.18,1.22,51.28,9402.08,44.9,48.16,69.85,61.68,51.28,105.55,1263.29,45.31,25.41,80,1346.95,0,12.36,1.16,119.91,80.4,16.08,85,-47.07,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:43,50.0,39.0,101.41,2415.38,65.0,-54.36,120.0,28.25,1.22,51.28,9407.91,58.13,48.16,69.85,61.68,50.98,102.38,1212.06,40.41,25.27,80,1487.68,0,14.69,1.16,119.91,76.81,15.98,84,-40.36,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:43,50.0,39.0,101.41,2415.38,65.0,-89.0,120.0,28.87,1.22,51.28,9402.08,47.87,48.16,69.85,61.68,51.13,103.09,1295.72,43.26,25.27,80,1449.42,0,12.36,1.16,119.91,80.4,15.91,85,-49.89,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:43,50.0,39.0,98.73,2415.38,65.0,-54.36,120.0,28.44,1.22,51.28,9402.08,58.13,48.16,69.85,61.68,50.98,100.99,1193.26,40.41,25.34,80,1525.94,0,14.69,1.16,120.88,75.85,16.13,85,-38.97,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:44,50.0,39.0,97.08,2415.38,65.0,-45.22,120.0,28.17,1.22,51.28,9433.85,45.5,48.16,69.85,61.68,50.82,98.85,1308.04,42.62,25.38,80,1051.88,0,15.55,1.16,120.56,81.26,15.91,85,-39.65,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:45,50.0,39.0,94.94,2415.38,65.0,-89.0,120.0,27.65,1.22,51.28,9427.37,58.06,48.16,69.85,61.68,50.61,94.64,1244.49,42.62,25.74,80,1718.55,0,18.74,1.16,119.91,81.26,16.71,86,-39.65,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:47,50.0,39.0,84.26,2415.38,65.0,-89.0,120.0,26.43,1.22,50.08,9402.08,44.77,48.16,69.85,61.68,49.86,86.9,1269.78,41.24,26.18,80,1923.48,0,22.59,1.16,119.91,80.53,18.71,87,-44.61,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:48,50.0,39.0,82.18,2415.38,65.0,-89.0,120.0,25.89,1.22,50.08,9420.88,57.26,48.16,69.85,61.68,49.49,83.01,1289.23,41.24,27.86,80,1955.9,0,22.59,1.16,119.91,80.53,19.67,87,-51.63,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:49,50.0,39.0,79.59,2415.38,65.0,-89.0,120.0,24.85,1.22,50.08,9427.37,49.83,42.27,69.85,61.68,48.81,80.55,1346.95,41.24,29.58,80,1000.65,0,31.57,1.16,119.58,80.53,21.28,86,-58.7,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:52,50.0,39.0,74.03,2415.38,65.0,-89.0,120.0,23.56,1.22,50.08,9433.85,45.66,42.27,63.19,61.68,47.61,75.59,1481.19,41.14,35.77,80,988.33,0,40.99,1.16,119.91,72.1,24.05,82,-70.0,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:53,50.0,39.0,72.49,2415.38,65.0,-89.0,120.0,23.09,1.22,50.08,9376.13,58.38,42.27,63.19,61.68,47.24,74.52,1500.65,41.21,38.19,80,917.64,0,53.17,1.16,119.91,72.1,24.69,80,-72.11,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:59,50.0,39.0,115.0,2415.38,65.0,-86.63,120.0,19.42,1.22,42.32,9389.11,54.09,43.04,62.42,61.68,41.72,114.72,1994.16,50.66,42.16,80,4083.66,0,66.22,1.16,119.91,69.66,41.79,73,-80.2,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 1:01,50.0,39.0,115.0,2415.38,65.0,-87.96,120.0,19.24,1.22,42.32,9420.88,45.34,43.04,62.42,61.68,41.27,115.43,2025.94,52.23,39.71,80,4230.87,0,65.35,1.16,119.91,68.09,46.89,72,-81.27,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 1:23,25.0,39.0,135.0,2415.38,65.0,-45.0,120.0,3.71,1.22,39.63,9273.67,47.14,43.99,59.31,29.0,40.3,134.84,1763.94,45.44,39.97,80,1474.71,0,61.01,1.16,120.23,58.48,64.32,64,-88.3,low_bad
8_2019_07_17,Yeast - FMX,17/07/2019 23:04,50.0,41.0,102.0,2363.41,65.0,-45.0,85.0,27.82,0.56,19.37,10247.73,35.35,57.78,62.61,62.93,22.47,123.57,1276.26,44.73,24.5,80,1173.8,0,-4.13,1.28,84.99,77.42,12.48,83,-45.64,good
8_2019_07_17,Yeast - FMX,17/07/2019 23:48,50.0,41.0,120.0,2333.29,64.0,-89.0,120.0,34.28,0.56,33.67,10094.03,57.84,54.47,61.85,61.14,37.69,120.0,2256.81,44.19,28.47,80,2680.29,0,59.79,1.28,119.91,57.87,87.02,60,-87.27,good
8_2019_07_17,Yeast - FMX,17/07/2019 23:58,50.0,41.0,120.0,2333.29,58.0,-74.21,120.0,36.2,0.56,42.33,10081.06,57.49,54.47,61.85,61.14,43.33,119.64,1808.69,43.58,28.33,80,1372.24,0,61.29,1.28,120.23,55.44,85.45,62,-83.38,good
8_2019_07_17,Yeast - FMX,18/07/2019 0:21,50.0,41.0,120.0,2333.29,65.0,-77.38,120.0,39.85,0.56,46.74,10062.26,48.13,53.19,60.88,61.14,49.75,120.0,1712.71,45.6,29.75,80,2538.91,0,64.22,1.28,120.23,63.28,83.32,70,-78.1,good
8_2019_07_17,Yeast - FMX,18/07/2019 0:31,50.0,41.0,116.0,2333.29,67.0,-74.24,120.0,41.52,0.56,50.45,10068.74,45.15,53.19,60.88,61.14,50.06,115.76,1833.98,46.01,29.58,80,1635.54,0,66.7,1.28,119.91,64.85,83.1,73,-75.28,good
9_2019_07_18,Yeast - FMX,18/07/2019 4:10,50.0,41.0,119.0,2333.29,69.0,-78.55,120.0,63.04,0.56,46.58,10094.03,47.46,48.48,60.05,60.21,47.2,118.57,1885.21,45.7,29.75,80,2897.54,0,68.95,1.28,119.91,63.48,83.91,71,-79.13,high_bad
11_2019_07_18,Yeast - FMX,18/07/2019 8:15,50.0,41.0,125.0,2333.29,69.0,-78.96,120.0,33.11,1.26,46.81,10094.03,57.68,48.13,59.73,59.79,46.81,124.6,1821.01,45.34,29.85,80,1564.85,0,68.35,1.21,119.91,61.39,84.09,71,-79.85,high_bad
12_2019_07_18,Yeast - BRD,18/07/2019 14:38,50.0,39.0,104.0,2169.23,65.0,-88.69,120.0,45.32,1.15,12.97,9382.62,57.1,50.92,67.39,67.26,25.13,104.16,1885.21,52.42,25.41,80,1808.69,0,-0.83,0.9,119.26,75.24,68.57,83,-59.05,good
14_2019_07_18,Yeast - BRN,18/07/2019 20:59,50.0,43.0,118.44,2186.05,64.0,-78.82,120.0,53.99,1.1,46.12,9402.08,56.94,55.15,66.17,66.33,47.98,119.29,1994.16,47.23,36.17,80,1725.03,0,67.38,0.9,120.23,57.61,40.66,63,-85.48,high_bad
15_2019_07_18,Yeast - BRN,18/07/2019 22:17,50.0,43.0,118.44,2186.05,64.0,-73.3,120.0,47.79,1.1,47.02,9376.13,56.75,50.02,66.52,65.4,46.27,118.25,1750.97,45.99,30.08,80,1551.88,0,60.13,1.21,119.91,69.11,57.34,77,-70.0,high_bad
15_2019_07_18,Yeast - BRN,18/07/2019 22:27,50.0,43.0,118.44,2186.05,64.0,-73.36,120.0,48.24,1.1,47.02,9414.4,47.43,50.02,66.52,65.4,45.67,118.25,1872.24,46.56,30.25,80,1718.55,0,65.35,1.21,119.91,65.91,66.93,74,-73.5,high_bad
16_2019_07_18,Yeast - BRN,18/07/2019 22:32,50.0,43.0,118.44,2186.05,64.0,-73.36,120.0,48.61,1.1,47.02,9407.91,47.39,50.02,66.52,65.4,45.52,118.93,1904.67,46.59,29.98,80,2680.29,0,65.35,1.21,119.91,65.91,70.24,74,-73.5,high_bad
16_2019_07_18,Yeast - BRN,18/07/2019 23:37,50.0,43.0,118.44,2186.05,65.0,-83.91,120.0,54.97,1.1,41.86,9427.37,46.11,48.97,66.52,65.4,42.09,118.57,1949.42,45.66,30.62,80,2192.61,0,63.54,1.21,119.91,60.94,84.93,69,-81.63,high_bad
17_2019_07_19,Yeast - BRN,19/07/2019 2:19,50.0,43.0,123.64,2186.05,45.0,-79.9,120.0,33.68,1.1,43.28,9389.11,57.04,50.54,67.03,64.37,44.4,123.92,1744.49,45.12,29.81,80,2205.58,0,46.14,1.21,119.91,72.7,46.75,81,-65.4,high_bad
17_2019_07_19,Yeast - BRN,19/07/2019 3:01,50.0,43.0,123.64,2186.05,64.0,-45.6,120.0,7.28,1.1,55.53,9395.59,45.66,52.07,71.52,62.96,56.94,123.57,2141.37,52.42,33.04,80,2385.21,0,66.73,1.21,119.91,78.41,59.88,87,-48.1,high_bad
17_2019_07_19,Yeast - BRN,19/07/2019 3:06,25.0,43.0,123.64,2186.05,64.0,-45.6,120.0,1.16,1.1,55.53,9395.59,55.44,53.51,71.52,62.96,58.37,123.57,2199.09,52.2,35.33,80,2160.83,0,60.35,1.21,119.91,77.9,55.63,86,-52.7,high_bad
18_2019_07_19,Yeast - FMX,19/07/2019 11:11,50.0,43.0,110.0,3278.6,64.0,-88.34,120.0,44.2,1.18,52.15,10818.42,47.1,49.93,66.04,65.98,51.77,109.44,2160.83,47.2,29.27,80,1757.46,0,61.37,0.9,120.56,60.69,52.48,64,-86.2,high_bad
18_2019_07_19,Yeast - FMX,19/07/2019 11:22,50.0,43.0,110.0,3278.6,71.0,-88.92,120.0,44.6,1.18,52.15,10414.4,57.36,47.87,65.85,65.98,51.69,109.8,2186.12,45.92,37.82,80,1731.52,0,66.02,0.9,119.91,58.35,77.7,63,-87.27,high_bad
19_2019_07_19,Yeast - FMX,19/07/2019 13:08,50.0,43.0,105.0,3278.6,72.0,-45.51,120.0,48.05,1.3,60.42,10388.46,57.49,48.55,68.0,64.79,60.81,105.2,1564.85,47.52,30.89,80,1699.74,0,72.7,0.9,119.91,77.58,80.3,90,-46.0,high_bad
19_2019_07_19,Yeast - FMX,19/07/2019 16:40,25.0,43.0,95.0,3278.6,72.0,-86.75,120.0,1.56,1.3,29.42,9876.13,31.63,39.93,54.06,44.12,28.42,93.57,1584.31,41.14,32.47,80,3577.17,0,72.7,1.22,120.23,55.56,88.65,64,-87.94,high_bad
34_2019_07_24,Yeast - BRD,24/07/2019 12:30,50.0,39.0,96.06,2148.46,65.0,-88.76,120.0,36.78,1.1,29.4,9286.64,47.62,57.2,67.35,67.61,34.92,98.85,1481.19,42.17,24.9,80,1821.01,0,4.75,0.91,118.94,71.68,29.39,83,-64.01,high_bad
34_2019_07_24,Yeast - BRD,24/07/2019 12:30,50.0,39.0,94.74,2148.46,65.0,-88.76,120.0,36.62,1.1,29.4,9299.61,47.62,57.2,67.35,67.61,35.15,97.1,1500.65,42.17,24.9,80,1808.69,0,4.75,0.91,118.94,71.68,29.06,83,-65.76,high_bad
34_2019_07_24,Yeast - BRD,24/07/2019 12:32,50.0,39.0,87.53,2148.46,65.0,-88.76,120.0,36.86,1.1,35.44,9280.16,47.91,57.2,67.35,67.61,36.79,90.4,1519.46,41.02,25.38,80,879.38,0,4.75,0.91,119.91,69.21,29.69,76,-70.0,high_bad
34_2019_07_24,Yeast - BRD,24/07/2019 12:33,50.0,39.0,80.2,2148.46,65.0,-88.76,120.0,36.86,1.1,35.44,9299.61,57.58,56.43,67.35,67.61,38.21,83.01,1584.31,41.02,25.27,80,892.35,0,4.75,0.91,119.26,69.21,29.43,73,-72.46,high_bad
34_2019_07_24,Yeast - BRD,24/07/2019 12:37,50.0,39.0,66.55,2148.46,65.0,-88.76,120.0,36.98,1.1,40.22,9344.36,48.06,56.43,67.35,67.61,40.6,67.5,1622.57,41.91,25.88,80,962.39,0,14.03,0.91,119.91,64.7,29.05,68,-79.49,high_bad
34_2019_07_24,Yeast - BRD,24/07/2019 12:41,50.0,39.0,69.36,2148.46,65.0,-88.76,120.0,37.21,1.1,39.7,9293.13,57.68,52.33,67.35,67.61,39.63,67.5,1654.99,41.82,26.28,80,1923.48,0,37.22,0.91,120.23,64.7,28.95,66,-82.31,high_bad
34_2019_07_24,Yeast - BRD,24/07/2019 13:27,50.0,39.0,108.0,2148.46,57.0,-88.34,120.0,40.2,1.1,42.61,9293.13,57.65,52.33,67.35,67.61,43.8,108.37,2051.88,46.91,29.17,80,1603.76,0,57.81,0.91,120.23,54.41,78.44,59,-88.3,high_bad
35_2019_07_24,Yeast - BRD,24/07/2019 16:06,50.0,39.0,120.0,2148.46,55.0,-88.96,120.0,28.15,1.1,41.27,9402.08,48.19,52.17,62.65,63.32,41.27,119.64,1866.41,49.8,31.77,80,1840.47,0,53.11,0.91,120.23,53.84,85.18,60,-89.37,good
35_2019_07_24,Yeast - BRD,24/07/2019 16:06,50.0,39.0,120.0,2148.46,55.0,-88.96,120.0,28.15,1.1,41.27,9402.08,48.19,52.17,62.65,63.32,41.27,119.64,1866.41,49.8,31.77,80,1840.47,0,53.11,0.91,120.23,53.84,85.18,60,-89.37,good
35_2019_07_24,Yeast - BRD,24/07/2019 16:31,50.0,39.0,130.0,2148.46,54.0,-89.0,120.0,29.9,1.1,45.52,9427.37,45.89,53.45,62.65,63.32,47.24,129.2,2243.84,55.15,28.3,80,1622.57,0,35.48,0.91,119.26,77.29,71.17,79,-52.35,good
35_2019_07_24,Yeast - BRD,24/07/2019 16:34,50.0,39.0,130.0,2148.46,50.0,-87.71,120.0,30.1,1.1,45.52,9625.81,48.61,53.45,63.38,63.32,47.91,130.59,2186.12,50.44,28.37,80,2154.34,0,41.36,0.91,119.91,72.48,64.13,80,-64.37,good
35_2019_07_24,Yeast - BRD,24/07/2019 16:52,50.0,39.0,120.0,2148.46,59.0,-85.68,120.0,30.82,1.1,49.71,9799.61,56.81,53.45,65.18,63.96,54.11,117.9,1603.76,103.12,27.19,80,1994.16,0,64.19,0.91,119.91,60.5,28.26,69,-84.45,good
35_2019_07_24,Yeast - BRD,24/07/2019 16:53,50.0,39.0,120.0,2148.46,59.0,-79.15,120.0,30.51,1.1,54.26,9786.64,54.45,53.45,65.18,63.96,54.26,119.29,1571.34,102.51,30.15,80,1904.67,0,65.5,0.91,120.56,60.75,28.29,67,-83.02,good
35_2019_07_24,Yeast - BRD,24/07/2019 16:56,50.0,39.0,120.0,2148.46,59.0,-73.52,120.0,30.48,1.1,54.26,9824.9,47.52,53.45,65.18,63.96,54.56,119.64,1661.48,48.19,32.3,80,1898.18,0,58.25,0.91,119.58,64.7,29.2,70,-79.85,good
35_2019_07_24,Yeast - BRD,24/07/2019 17:08,50.0,39.0,110.0,2148.46,60.0,-55.38,120.0,30.02,1.1,53.67,10011.02,56.65,51.91,65.18,63.96,53.07,105.91,1680.29,103.15,46.63,80,2955.25,0,66.0,0.91,120.56,65.24,49.22,70,-74.57,good
35_2019_07_24,Yeast - BRD,24/07/2019 17:09,50.0,39.0,110.0,2148.46,58.0,-61.88,120.0,30.2,1.1,53.67,10017.51,49.7,51.91,65.18,63.96,52.77,109.8,2929.96,103.15,55.55,80,545.4,0,67.74,0.91,120.56,65.24,47.99,71,-73.5,good
37_2019_07_24,Yeast - BRN,24/07/2019 18:30,50.0,39.0,104.0,2148.46,63.0,-88.38,120.0,41.31,1.1,49.71,9818.42,56.33,47.78,60.91,62.07,46.57,100.28,2179.64,103.05,38.02,80,4173.8,0,62.75,0.91,120.23,68.63,51.17,72,-81.95,high_bad
37_2019_07_24,Yeast - BRN,24/07/2019 18:33,50.0,39.0,104.0,2148.46,58.0,-88.76,120.0,40.01,1.1,46.12,9818.42,47.78,52.14,60.91,63.61,45.6,100.28,2225.03,100.1,54.34,80,4500.0,0,62.75,0.91,119.91,63.35,61.94,69,-83.74,high_bad
37_2019_07_24,Yeast - BRN,24/07/2019 18:44,50.0,39.0,95.0,2148.46,45.0,-45.81,120.0,34.61,1.1,41.34,9850.84,47.2,52.39,62.96,63.61,40.67,96.39,2629.05,103.15,61.2,80,3615.43,0,41.65,0.91,120.23,74.15,85.17,76,-57.98,high_bad
37_2019_07_24,Yeast - BRN,24/07/2019 18:47,50.0,39.0,95.0,2148.46,54.0,-79.93,120.0,33.7,1.1,41.34,9799.61,46.3,52.39,62.96,63.61,40.82,94.64,2051.88,50.37,26.92,80,2020.1,0,38.67,0.91,119.91,72.8,85.32,77,-68.93,high_bad
37_2019_07_24,Yeast - BRN,24/07/2019 18:48,50.0,39.0,95.0,2148.46,45.0,-89.0,120.0,33.48,1.1,41.34,9799.61,56.49,52.39,62.93,63.61,40.9,94.64,2058.37,48.51,27.8,80,3500.65,0,38.67,0.91,119.58,69.02,85.33,76,-74.57,high_bad
37_2019_07_24,Yeast - BRN,24/07/2019 19:03,50.0,39.0,95.0,2148.46,58.0,-88.95,120.0,26.64,1.1,40.97,9786.64,45.47,52.39,62.93,63.61,44.18,95.0,2186.12,47.39,32.07,80,3532.43,0,56.0,0.91,120.23,59.66,84.48,65,-84.45,high_bad
37_2019_07_24,Yeast - BRN,24/07/2019 19:23,50.0,39.0,80.0,2148.46,59.0,-73.52,120.0,15.93,1.1,49.41,9799.61,45.6,51.14,62.93,63.48,49.63,80.55,2167.32,61.39,67.56,80,3980.54,0,62.97,0.91,120.23,60.59,82.8,67,-79.49,high_bad
37_2019_07_24,Yeast - BRN,24/07/2019 19:35,50.0,39.0,80.0,2148.46,45.0,-49.27,120.0,9.31,1.1,50.9,9793.13,55.73,51.14,62.93,62.2,51.35,78.8,3423.48,103.15,66.48,80,3782.1,0,39.9,0.91,119.58,76.07,82.52,80,-54.45,high_bad
37_2019_07_24,Yeast - BRN,24/07/2019 19:37,50.0,39.0,80.0,2148.46,51.0,-80.65,120.0,8.84,1.1,50.9,9799.61,56.72,51.14,62.93,61.68,52.09,79.12,2276.26,103.15,47.81,80,3570.69,0,32.59,0.91,119.58,75.59,82.35,78,-66.12,high_bad
37_2019_07_24,Yeast - BRN,24/07/2019 19:37,50.0,39.0,80.0,2148.46,51.0,-88.92,120.0,9.24,1.1,50.9,9812.58,56.72,51.14,62.93,61.68,52.25,79.84,2218.55,103.15,41.19,80,3538.91,0,32.59,0.91,119.26,73.18,82.32,78,-70.36,high_bad
37_2019_07_24,Yeast - BRN,24/07/2019 22:38,50.0,41.5,20.0,2014.7,64.0,-88.84,125.0,41.92,1.3,32.3,9305.45,58.61,50.12,63.93,64.89,32.01,20.24,1564.85,41.05,35.43,80,911.15,0,60.13,1.11,124.71,61.43,87.8,63,-87.94,high_bad
37_2019_07_24,Yeast - BRN,24/07/2019 22:40,50.0,41.5,20.0,2006.02,64.0,-88.84,125.0,41.5,1.3,32.76,9286.64,58.74,50.12,63.93,64.89,32.76,20.24,1545.4,45.86,32.74,80,1020.1,0,61.37,1.11,125.03,56.17,87.87,63,-87.94,high_bad
38_2019_07_25,Yeast - BRN,25/07/2019 2:17,50.0,41.5,85.0,1949.64,64.0,-67.35,125.0,53.32,1.3,50.53,8959.79,57.13,54.51,66.39,65.34,50.68,84.76,1642.02,45.25,31.56,80,1564.85,0,63.4,1.11,125.03,70.02,82.55,80,-66.83,high_bad
38_2019_07_25,Yeast - BRN,25/07/2019 3:09,50.0,41.5,85.0,1949.64,64.0,-68.92,125.0,28.3,1.3,50.01,8985.73,46.34,54.51,66.39,65.34,50.16,85.12,1693.26,46.05,31.46,80,3173.15,0,63.61,1.11,125.03,69.5,82.7,79,-68.58,high_bad
38_2019_07_25,Yeast - BRN,25/07/2019 3:14,50.0,41.5,85.0,1949.64,64.0,-67.89,125.0,26.39,1.3,50.01,8953.31,58.57,54.51,66.39,65.34,50.08,85.12,1648.51,45.25,32.03,80,1538.91,0,64.56,1.11,125.03,69.5,82.6,79,-68.22,high_bad
38_2019_07_25,Yeast - BRN,25/07/2019 4:09,25.0,41.5,85.0,1949.64,64.0,-65.8,125.0,6.0,1.28,51.5,8780.16,37.69,43.58,55.79,42.08,45.38,84.76,1731.52,46.18,30.49,80,1661.48,0,63.68,1.22,125.03,69.66,83.46,80,-65.4,high_bad
38_2019_07_25,Yeast - BRN,25/07/2019 4:51,25.0,41.5,85.0,1949.64,37.5,-79.53,120.0,5.62,1.28,28.79,8786.64,26.7,47.68,50.57,44.8,24.09,85.12,1205.58,7.54,28.67,80,3302.2,0,64.34,1.22,125.03,57.36,90.16,66,-83.74,high_bad
38_2019_07_25,Yeast - BRN,25/07/2019 4:54,25.0,41.5,85.0,1949.64,37.5,-77.01,120.0,5.79,1.28,23.12,8792.48,38.3,47.71,49.48,38.81,23.12,85.12,1186.77,5.52,29.0,80,2686.77,0,62.24,1.22,119.91,57.49,90.56,65,-85.84,high_bad
39_2019_07_25,Yeast - FMX,25/07/2019 8:53,50.0,43.0,110.0,2609.3,57.0,-74.05,120.0,48.37,1.28,40.24,10215.95,50.95,49.54,66.04,65.88,46.5,110.12,1885.21,46.56,27.53,80,2411.15,0,55.97,0.69,119.91,66.33,53.23,71,-74.57,high_bad
39_2019_07_25,Yeast - FMX,25/07/2019 9:02,50.0,43.0,108.0,2609.3,63.0,-73.51,120.0,49.13,1.28,48.59,10196.5,57.45,49.54,66.04,65.88,49.75,110.12,1782.75,46.08,29.07,80,2327.5,0,58.37,0.69,119.91,66.33,58.64,73,-74.93,high_bad
39_2019_07_25,Yeast - FMX,25/07/2019 10:39,50.0,43.0,94.0,2609.3,74.0,-63.48,120.0,56.06,1.28,56.79,10209.47,57.07,49.35,63.61,64.21,56.86,95.35,1654.99,45.7,30.86,80,1603.76,0,73.67,0.69,119.91,72.32,81.41,83,-63.3,high_bad
40_2019_07_25,Yeast - FMX,25/07/2019 11:45,50.0,43.0,86.0,2609.3,74.0,-59.86,120.0,36.09,1.3,56.94,10202.98,52.01,48.29,62.8,62.87,56.94,83.37,1616.08,46.18,31.19,80,4025.94,0,73.38,0.69,119.91,71.46,81.27,83,-61.55,high_bad
41_2019_07_25,Yeast - FMX,25/07/2019 12:01,50.0,43.0,86.0,2609.3,74.0,-59.05,120.0,38.75,1.3,56.94,10196.5,46.88,48.8,63.09,62.87,55.08,82.3,1590.79,45.82,30.76,80,1603.76,0,73.98,0.69,119.91,73.54,81.72,85,-59.41,high_bad
41_2019_07_25,Yeast - FMX,25/07/2019 12:01,50.0,43.0,86.0,2609.3,74.0,-59.05,120.0,38.75,1.3,56.94,10196.5,46.88,48.8,63.09,62.87,55.08,82.3,1590.79,45.82,30.76,80,1603.76,0,73.98,0.69,119.91,73.54,81.72,85,-59.41,high_bad
41_2019_07_25,Yeast - FMX,25/07/2019 14:56,50.0,43.0,76.0,2609.3,74.0,-71.76,120.0,62.4,1.3,55.63,10222.44,49.6,49.7,62.93,62.48,54.93,76.31,1821.01,46.62,31.06,80,1776.26,0,76.08,1.23,119.91,64.85,81.83,76,-74.93,high_bad
41_2019_07_25,Yeast - FMX,25/07/2019 15:37,50.0,43.0,76.0,2609.3,74.0,-82.17,120.0,68.55,1.3,55.63,10215.95,56.72,49.7,62.93,62.48,54.32,77.73,2000.65,47.84,31.39,80,4891.05,0,72.78,1.23,119.91,63.86,82.01,74,-80.2,high_bad
43_2019_07_25,Yeast - BRD,25/07/2019 17:14,50.0,43.0,76.0,2609.3,74.0,-89.0,120.0,41.51,1.3,53.38,10202.98,46.69,49.7,62.93,62.48,49.44,75.59,2205.58,48.8,30.89,80,4577.17,0,72.47,1.23,120.23,51.72,83.26,64,-88.66,low_bad
43_2019_07_25,Yeast - BRD,25/07/2019 17:14,50.0,43.0,76.0,2609.3,74.0,-89.0,120.0,41.51,1.3,53.38,10202.98,46.69,49.7,62.93,62.48,49.44,75.59,2205.58,48.8,30.89,80,4577.17,0,72.47,1.23,120.23,51.72,83.26,64,-88.66,low_bad
43_2019_07_25,Yeast - BRD,25/07/2019 18:16,25.0,43.0,76.0,2609.3,74.0,-89.0,85.0,4.17,1.3,47.82,9998.05,45.86,49.64,60.94,32.59,47.97,75.95,1878.73,45.47,29.98,80,4737.35,0,66.18,1.23,119.91,51.72,83.74,63,-89.37,low_bad
43_2019_07_25,Yeast - BRD,25/07/2019 18:28,25.0,43.0,76.0,2609.3,74.0,-50.0,85.0,3.81,1.3,36.3,10171.21,65.59,49.51,59.06,48.06,35.68,75.24,3673.15,72.93,25.41,80,6550.58,0,5.76,1.23,84.99,73.8,86.33,80,-51.63,low_bad
43_2019_07_25,Yeast - BRD,25/07/2019 18:49,25.0,43.0,160.0,2609.3,0.0,-50.0,2.0,3.4,1.3,42.03,11970.82,35.31,46.21,56.08,46.56,41.79,159.48,3179.64,65.69,26.75,80,3276.26,0,42.61,1.23,120.23,76.36,51.92,82,-50.24,low_bad
43_2019_07_25,Yeast - BRD,25/07/2019 18:49,25.0,43.0,135.0,2609.3,0.0,-50.0,120.0,3.4,1.3,42.03,11970.82,35.31,46.21,56.08,46.56,41.79,159.48,3179.64,65.69,26.75,80,3276.26,0,42.61,1.23,120.23,76.36,51.92,82,-50.24,low_bad
43_2019_07_25,Yeast - BRD,25/07/2019 20:25,25.0,43.0,135.0,2609.3,0.0,-50.0,120.0,3.78,1.08,-2.57,13990.27,14.46,43.42,42.97,18.43,-3.42,134.84,3244.49,47.14,24.06,20,6979.9,0,0.0,0.9,1.98,56.56,78.27,71,1.94,low_bad
43_2019_07_25,Yeast - BRD,28/07/2019 22:00,25.0,43.0,160.0,2609.3,27.49,-50.0,120.0,2.02,1.07,0.9,20.75,99.94,25.0,28.1,29.13,-0.49,17.78,7.78,103.15,0.0,0,14.27,0,-6.16,0.88,0.0,31.44,94.93,52,2.65,low_bad
43_2019_07_25,Yeast - BRD,29/07/2019 0:00,38.63,40.8,160.0,2340.97,27.49,-51.67,120.0,2.09,1.44,-3.73,13926.07,26.12,25.0,28.1,29.13,-3.42,17.78,5089.49,50.98,0.0,0,7896.24,0,-6.16,0.88,0.0,31.44,83.42,52,2.65,low_bad
43_2019_07_25,Yeast - BRD,29/07/2019 22:03,38.63,40.8,160.0,2340.97,27.49,-70.0,100.0,1.59,0.5,0.0,14.27,92.92,25.38,28.75,28.49,0.0,11.11,7.78,87.51,23.66,80,1.3,0,-10.73,0.87,14.46,31.69,74.77,70,-22.07,low_bad
43_2019_07_25,Yeast - BRD,29/07/2019 22:05,38.63,40.8,160.0,2340.97,27.49,-50.0,100.0,2.19,0.5,0.0,26.59,89.66,25.38,28.75,28.49,0.0,-11.12,14.27,87.93,15.78,0,1.3,0,-10.73,0.87,6.78,29.55,73.9,70,-11.79,low_bad
43_2019_07_25,Yeast - BRD,30/07/2019 1:24,38.63,40.8,160.0,1240.0,27.49,-45.0,120.0,56.9,1.05,-3.53,11990.27,70.05,50.25,56.85,49.93,-3.68,160.2,2513.62,55.56,25.14,80,2513.62,0,-16.12,0.87,119.91,77.19,39.09,81,-50.6,low_bad
43_2019_07_25,Yeast - BRD,30/07/2019 2:05,50.0,39.0,104.0,1240.0,65.0,-45.0,120.0,46.78,1.05,12.67,9273.67,56.97,55.66,65.18,65.66,17.44,104.48,2128.4,50.63,25.31,80,1898.18,0,-13.8,0.87,119.91,79.24,45.79,84,-44.96,low_bad
